system_id,tier,family,generated_state_count,order,depth,nonlinear,trig,expected_failure,overall_pass,benchmark_result,failure_category,failure_stage,rmse,max_abs_error,robustness_score,graph_node_count,simulink_block_count,build_time_sec,simulation_time_sec
mass_spring_chain_5_damped,tier2_structural,physical_mass_spring,5,2,4,False,False,False,True,pass,,,9.875812023461985e-12,3.7011707500894664e-11,1.0,59,103,5.030462333001196,0.2848504169960506
mass_spring_chain_6_damped,tier2_structural,physical_mass_spring,6,2,4,False,False,False,True,pass,,,8.848482343542443e-12,4.6711395168541614e-11,1.0,70,124,5.71110175002832,0.27308141702087596
rc_ladder_4,tier2_structural,physical_rc_ladder,4,1,3,False,False,False,True,pass,,,3.792158499267354e-12,1.1802170352126495e-11,1.0,26,46,3.218489332997706,0.2258729999884963
rc_ladder_6,tier2_structural,physical_rc_ladder,6,1,3,False,False,False,True,pass,,,5.960292182504629e-12,2.146184618911917e-11,1.0,36,68,4.922879250021651,0.28599191701505333
rlc_pair,tier2_structural,physical_rlc,2,1,3,False,False,False,True,pass,,,7.221450205779986e-12,1.63593444346688e-11,1.0,17,26,2.9491807500016876,0.16553954198025167
hybrid_piecewise_cases,tier3_adversarial,hybrid_unsupported,1,1,1,True,False,True,True,expected_failure_observed,parse_failure,parse,,,,,,,
hybrid_saturation,tier3_adversarial,hybrid_unsupported,1,1,1,True,False,True,True,expected_failure_observed,parse_failure,parse,,,,,,,
hybrid_switching,tier3_adversarial,hybrid_unsupported,1,1,1,True,False,True,True,expected_failure_observed,parse_failure,parse,,,,,,,
hybrid_sign_logic,tier3_adversarial,hybrid_unsupported,1,1,1,True,False,True,True,expected_failure_observed,parse_failure,parse,,,,,,,
adversarial_dae,tier3_adversarial,symbolic_failure,2,1,2,False,False,True,True,expected_failure_observed,symbolic_failure,solve,,,,,,,
adversarial_implicit_derivative,tier3_adversarial,symbolic_failure,1,1,2,True,True,True,True,expected_failure_observed,symbolic_failure,solve,,,,,,,
adversarial_ambiguous_forcing,tier3_adversarial,symbolic_failure,1,1,1,False,False,True,True,expected_failure_observed,symbolic_failure,state_extraction,,,,,,,
adversarial_duplicate_derivative,tier3_adversarial,symbolic_failure,1,1,1,False,False,True,True,expected_failure_observed,symbolic_failure,solve,,,,,,,
adversarial_overdetermined_pair,tier3_adversarial,symbolic_failure,2,1,2,False,False,True,True,expected_failure_observed,symbolic_failure,solve,,,,,,,
adversarial_graph_fault,tier3_adversarial,graph_fault_injection,1,1,1,False,False,True,True,expected_failure_observed,graph_invalid,graph_validation,,,,9,,,
adversarial_numerical_blowup,tier3_adversarial,numerical_instability,1,1,2,True,False,True,True,expected_failure_observed,numerical_instability,ode_simulation,,,,4,,,
